conversation_id,sender,message,timestamp
fr_3539,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-03-13 13:45:30
fr_3540,utilisateur,Que dois-je prendre pour un rhume ?,2025-05-21 16:07:26
fr_3540,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-04-09 07:05:20
fr_3541,utilisateur,Je ne dors pas bien,2025-03-28 12:47:58
fr_3541,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-02-02 03:44:24
fr_3542,utilisateur,Je me sens étourdi,2025-01-20 08:03:00
fr_3542,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-01-26 00:37:48
fr_3543,utilisateur,Je ne dors pas bien,2025-02-22 08:03:28
fr_3543,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-05-18 14:26:45
fr_3544,utilisateur,Que dois-je prendre pour un rhume ?,2025-05-18 01:36:08
fr_3544,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-04-16 10:09:41
fr_3545,utilisateur,Je me sens étourdi,2025-04-17 16:10:32
fr_3545,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-01-24 14:25:07
fr_3546,utilisateur,Je me sens malade,2025-02-26 12:08:14
fr_3546,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-06-20 11:58:23
fr_3547,utilisateur,Que dois-je prendre pour un rhume ?,2025-04-16 22:58:53
fr_3547,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-02-16 08:48:10
fr_3548,utilisateur,Que dois-je prendre pour un rhume ?,2025-01-27 07:52:42
fr_3548,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-06-02 10:06:13
fr_3549,utilisateur,Je me sens malade,2025-05-01 11:21:16
fr_3549,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-03-05 10:14:46
fr_3550,utilisateur,Je me sens malade,2025-05-22 02:36:08
fr_3550,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-07-13 02:46:15
fr_3551,utilisateur,Je me sens malade,2025-02-01 13:55:22
fr_3551,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-03-18 00:33:46
fr_3552,utilisateur,J'ai mal à la tête,2025-01-11 04:35:05
fr_3552,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-07-13 14:30:42
fr_3553,utilisateur,Que dois-je prendre pour un rhume ?,2025-07-14 22:03:17
fr_3553,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-05-28 08:30:21
fr_3554,utilisateur,Je me sens malade,2025-06-04 12:02:09
fr_3554,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-04-29 09:51:21
fr_3555,utilisateur,Je me sens malade,2025-07-15 20:31:23
fr_3555,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-05-03 09:43:38
fr_3556,utilisateur,Je me sens étourdi,2025-05-05 15:04:38
fr_3556,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-06-11 11:07:26
fr_3557,utilisateur,Je me sens malade,2025-05-05 14:43:13
fr_3557,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-02-13 11:00:46
fr_3558,utilisateur,Que dois-je prendre pour un rhume ?,2025-05-05 04:54:54
fr_3558,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-05-01 10:46:45
fr_3559,utilisateur,Je me sens malade,2025-07-04 07:32:05
fr_3559,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-01-31 16:46:00
fr_3560,utilisateur,Je me sens étourdi,2025-04-25 17:47:36
fr_3560,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-04-04 00:56:56
fr_3561,utilisateur,Je ne dors pas bien,2025-01-28 11:59:14
fr_3561,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-07-17 18:20:55
fr_3562,utilisateur,Je me sens étourdi,2025-01-24 16:40:02
fr_3562,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-05-14 05:36:22
fr_3563,utilisateur,Je ne dors pas bien,2025-07-06 17:23:01
fr_3563,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-03-17 17:05:02
fr_3564,utilisateur,J'ai mal à la tête,2025-06-13 00:57:27
fr_3564,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-06-04 19:59:58
fr_3565,utilisateur,J'ai mal à la tête,2025-05-24 06:58:34
fr_3565,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-04-28 08:43:39
fr_3566,utilisateur,Que dois-je prendre pour un rhume ?,2025-04-28 00:03:52
fr_3566,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-07-07 20:38:01
fr_3567,utilisateur,Je me sens malade,2025-01-25 14:47:25
fr_3567,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-07-04 15:49:12
fr_3568,utilisateur,Je me sens malade,2025-01-01 07:32:32
fr_3568,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-04-20 07:25:54
fr_3569,utilisateur,J'ai mal à la tête,2025-06-08 13:48:09
fr_3569,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-01-04 04:31:44
fr_3570,utilisateur,Je me sens étourdi,2025-06-15 07:45:36
fr_3570,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-03-08 19:20:15
fr_3571,utilisateur,J'ai mal à la tête,2025-05-22 00:47:01
fr_3571,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-01-12 07:54:13
fr_3572,utilisateur,Je me sens étourdi,2025-05-20 19:25:35
fr_3572,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-03-20 21:02:48
fr_3573,utilisateur,Je me sens étourdi,2025-01-26 19:57:25
fr_3573,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-01-12 22:34:06
fr_3574,utilisateur,Je me sens malade,2025-02-16 14:08:30
fr_3574,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-02-13 15:04:25
fr_3575,utilisateur,J'ai mal à la tête,2025-07-02 06:13:17
fr_3575,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-05-28 06:10:49
fr_3576,utilisateur,Je me sens étourdi,2025-03-04 16:24:06
fr_3576,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-03-07 19:15:31
fr_3577,utilisateur,Je me sens malade,2025-03-08 11:01:30
fr_3577,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-02-01 18:07:47
fr_3578,utilisateur,Que dois-je prendre pour un rhume ?,2025-01-01 09:05:15
fr_3578,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-06-16 15:49:12
fr_3579,utilisateur,Je ne dors pas bien,2025-03-16 14:27:24
fr_3579,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-04-11 15:49:40
fr_3580,utilisateur,J'ai mal à la tête,2025-04-21 21:31:43
fr_3580,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-07-11 18:39:36
fr_3581,utilisateur,Je me sens étourdi,2025-05-16 19:32:31
fr_3581,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-07-18 10:55:16
fr_3582,utilisateur,Je me sens étourdi,2025-06-20 05:12:56
fr_3582,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-03-25 08:25:35
fr_3583,utilisateur,J'ai mal à la tête,2025-01-11 00:01:01
fr_3583,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-01-17 18:49:22
fr_3584,utilisateur,J'ai mal à la tête,2025-03-24 05:16:54
fr_3584,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-07-16 03:00:55
fr_3585,utilisateur,Je me sens malade,2025-03-20 06:43:32
fr_3585,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-06-02 09:14:12
fr_3586,utilisateur,Je me sens malade,2025-05-21 13:10:29
fr_3586,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-03-11 03:18:51
fr_3587,utilisateur,Je me sens malade,2025-03-12 19:59:50
fr_3587,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-06-22 09:09:22
fr_3588,utilisateur,Je ne dors pas bien,2025-06-11 19:41:31
fr_3588,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-07-17 16:12:18
fr_3589,utilisateur,Je me sens étourdi,2025-01-14 05:15:24
fr_3589,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-07-07 13:52:46
fr_3590,utilisateur,Je ne dors pas bien,2025-02-19 16:09:48
fr_3590,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-06-12 00:17:56
fr_3591,utilisateur,Que dois-je prendre pour un rhume ?,2025-06-07 23:42:46
fr_3591,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-03-15 13:23:52
fr_3592,utilisateur,Je me sens étourdi,2025-05-07 13:01:19
fr_3592,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-01-19 20:22:26
fr_3593,utilisateur,Je me sens étourdi,2025-02-15 23:16:43
fr_3593,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-01-23 03:23:39
fr_3594,utilisateur,Je me sens étourdi,2025-02-05 19:03:44
fr_3594,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-03-05 11:37:18
fr_3595,utilisateur,J'ai mal à la tête,2025-04-04 18:31:11
fr_3595,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-05-31 15:59:07
fr_3596,utilisateur,Que dois-je prendre pour un rhume ?,2025-03-25 03:48:25
fr_3596,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-03-15 03:54:30
fr_3597,utilisateur,Je me sens étourdi,2025-02-18 11:16:09
fr_3597,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-03-23 03:13:34
fr_3598,utilisateur,Que dois-je prendre pour un rhume ?,2025-04-27 09:14:28
fr_3598,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-01-12 06:33:07
fr_3599,utilisateur,Je me sens malade,2025-05-23 03:38:34
fr_3599,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-01-02 17:24:34
fr_3600,utilisateur,Je me sens étourdi,2025-03-27 03:26:34
fr_3600,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-04-06 08:29:01
fr_3601,utilisateur,Je ne dors pas bien,2025-05-16 16:55:57
fr_3601,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-01-24 10:08:48
fr_3602,utilisateur,Je ne dors pas bien,2025-02-06 14:48:39
fr_3602,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-04-23 01:55:02
fr_3603,utilisateur,Je ne dors pas bien,2025-02-08 12:43:25
fr_3603,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-07-08 01:07:39
fr_3604,utilisateur,J'ai mal à la tête,2025-02-11 21:47:32
fr_3604,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-05-04 15:21:37
fr_3605,utilisateur,Je ne dors pas bien,2025-05-14 09:28:09
fr_3605,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-03-14 14:21:04
fr_3606,utilisateur,Je ne dors pas bien,2025-05-06 10:23:57
fr_3606,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-05-24 05:21:49
fr_3607,utilisateur,Je ne dors pas bien,2025-03-29 12:57:43
fr_3607,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-03-27 08:12:40
fr_3608,utilisateur,Je me sens malade,2025-04-22 08:44:10
fr_3608,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-03-01 16:54:42
fr_3609,utilisateur,Je me sens étourdi,2025-06-23 11:39:19
fr_3609,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-02-20 16:33:24
fr_3610,utilisateur,Je me sens malade,2025-07-04 12:18:22
fr_3610,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-07-05 20:17:43
fr_3611,utilisateur,J'ai mal à la tête,2025-06-17 02:01:59
fr_3611,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-05-31 10:56:25
fr_3612,utilisateur,Je me sens étourdi,2025-06-14 14:13:52
fr_3612,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-06-25 12:33:54
fr_3613,utilisateur,Je me sens étourdi,2025-04-09 16:41:58
fr_3613,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-03-03 22:02:24
fr_3614,utilisateur,Je me sens malade,2025-03-18 19:54:58
fr_3614,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-07-13 17:56:04
fr_3615,utilisateur,Je me sens malade,2025-03-11 06:13:10
fr_3615,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-04-25 22:22:15
fr_3616,utilisateur,Je ne dors pas bien,2025-01-13 09:08:35
fr_3616,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-05-26 01:59:55
fr_3617,utilisateur,Je ne dors pas bien,2025-06-04 14:45:57
fr_3617,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-07-01 17:41:23
fr_3618,utilisateur,Je me sens étourdi,2025-04-28 06:17:36
fr_3618,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-02-13 08:42:09
fr_3619,utilisateur,Je ne dors pas bien,2025-06-17 21:57:35
fr_3619,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-01-18 17:28:18
fr_3620,utilisateur,Je me sens malade,2025-04-01 18:01:00
fr_3620,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-01-29 03:47:25
fr_3621,utilisateur,Je me sens étourdi,2025-01-11 17:54:16
fr_3621,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-03-09 13:43:19
fr_3622,utilisateur,J'ai mal à la tête,2025-03-15 03:46:03
fr_3622,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-02-17 08:50:07
fr_3623,utilisateur,Je me sens étourdi,2025-05-20 18:12:45
fr_3623,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-01-11 16:38:34
fr_3624,utilisateur,Je me sens malade,2025-03-08 20:05:40
fr_3624,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-03-30 22:48:16
fr_3625,utilisateur,Je ne dors pas bien,2025-02-07 15:58:43
fr_3625,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-05-07 22:08:14
fr_3626,utilisateur,Je me sens étourdi,2025-04-14 22:43:41
fr_3626,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-06-22 07:53:52
fr_3627,utilisateur,J'ai mal à la tête,2025-04-24 15:12:38
fr_3627,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-05-02 23:15:09
fr_3628,utilisateur,Je ne dors pas bien,2025-01-11 17:41:47
fr_3628,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-01-21 17:09:30
fr_3629,utilisateur,Je ne dors pas bien,2025-06-26 02:02:33
fr_3629,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-02-16 10:24:25
fr_3630,utilisateur,Je me sens malade,2025-03-22 08:19:36
fr_3630,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-04-18 18:19:07
fr_3631,utilisateur,Je me sens malade,2025-05-09 17:54:33
fr_3631,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-01-20 14:36:29
fr_3632,utilisateur,J'ai mal à la tête,2025-04-21 05:09:10
fr_3632,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-06-01 04:51:08
fr_3633,utilisateur,Je me sens étourdi,2025-03-10 01:39:34
fr_3633,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-06-27 22:57:44
fr_3634,utilisateur,Je me sens étourdi,2025-06-05 02:28:13
fr_3634,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-04-17 01:38:24
fr_3635,utilisateur,Je me sens étourdi,2025-06-27 10:40:09
fr_3635,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-03-25 00:37:55
fr_3636,utilisateur,Je ne dors pas bien,2025-07-13 21:38:59
fr_3636,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-02-28 21:15:36
fr_3637,utilisateur,Que dois-je prendre pour un rhume ?,2025-01-05 19:27:16
fr_3637,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-02-11 10:23:49
fr_3638,utilisateur,Que dois-je prendre pour un rhume ?,2025-06-13 03:26:30
fr_3638,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-05-15 06:25:54
fr_3639,utilisateur,Je me sens étourdi,2025-06-25 21:32:23
fr_3639,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-01-29 01:11:58
fr_3640,utilisateur,Que dois-je prendre pour un rhume ?,2025-04-08 04:33:42
fr_3640,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-02-21 20:58:57
fr_3641,utilisateur,Je me sens malade,2025-05-26 14:59:48
fr_3641,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-02-02 05:58:16
fr_3642,utilisateur,Je ne dors pas bien,2025-01-24 17:24:29
fr_3642,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-01-08 19:16:33
fr_3643,utilisateur,Je me sens étourdi,2025-04-05 09:07:52
fr_3643,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-06-28 18:46:42
fr_3644,utilisateur,Je me sens étourdi,2025-05-08 18:39:12
fr_3644,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-04-24 06:02:05
fr_3645,utilisateur,Je me sens étourdi,2025-06-05 01:38:31
fr_3645,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-03-07 08:39:21
fr_3646,utilisateur,Je me sens malade,2025-02-22 00:25:55
fr_3646,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-01-27 04:25:06
fr_3647,utilisateur,Je me sens étourdi,2025-03-15 03:36:20
fr_3647,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-06-10 14:34:14
fr_3648,utilisateur,Je me sens malade,2025-01-19 18:46:49
fr_3648,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-04-29 12:17:54
fr_3649,utilisateur,J'ai mal à la tête,2025-03-23 19:21:28
fr_3649,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-06-01 10:15:47
fr_3650,utilisateur,Je me sens malade,2025-06-22 07:52:31
fr_3650,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-04-01 05:21:53
fr_3651,utilisateur,Je ne dors pas bien,2025-05-12 12:03:05
fr_3651,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-06-04 21:12:27
fr_3652,utilisateur,Que dois-je prendre pour un rhume ?,2025-06-26 07:22:04
fr_3652,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-03-15 01:45:52
fr_3653,utilisateur,Je me sens étourdi,2025-07-09 20:48:47
fr_3653,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-04-07 22:25:01
fr_3654,utilisateur,Que dois-je prendre pour un rhume ?,2025-06-11 23:53:36
fr_3654,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-01-09 08:32:35
fr_3655,utilisateur,Je ne dors pas bien,2025-02-19 16:27:39
fr_3655,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-03-26 22:23:30
fr_3656,utilisateur,Je me sens étourdi,2025-04-25 17:55:05
fr_3656,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-04-10 00:17:30
fr_3657,utilisateur,Je me sens malade,2025-05-18 06:22:59
fr_3657,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-01-01 20:25:38
fr_3658,utilisateur,J'ai mal à la tête,2025-04-11 01:33:06
fr_3658,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-07-14 05:11:37
fr_3659,utilisateur,Je me sens étourdi,2025-07-01 21:16:52
fr_3659,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-01-23 10:03:50
fr_3660,utilisateur,Je ne dors pas bien,2025-01-23 22:58:32
fr_3660,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-01-25 08:39:15
fr_3661,utilisateur,Je ne dors pas bien,2025-07-11 21:05:53
fr_3661,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-04-24 18:53:37
fr_3662,utilisateur,Je me sens étourdi,2025-07-08 04:16:47
fr_3662,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-05-06 08:21:43
fr_3663,utilisateur,Que dois-je prendre pour un rhume ?,2025-01-25 05:22:33
fr_3663,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-05-25 19:24:04
fr_3664,utilisateur,Je ne dors pas bien,2025-01-16 07:32:10
fr_3664,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-07-16 09:30:41
fr_3665,utilisateur,Je me sens étourdi,2025-06-18 22:08:17
fr_3665,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-04-18 01:25:07
fr_3666,utilisateur,Je ne dors pas bien,2025-01-12 16:05:47
fr_3666,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-03-20 13:47:12
fr_3667,utilisateur,Je me sens étourdi,2025-05-11 02:33:54
fr_3667,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-07-13 16:02:06
fr_3668,utilisateur,Je me sens malade,2025-04-06 23:55:56
fr_3668,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-05-26 20:50:23
fr_3669,utilisateur,Je me sens malade,2025-07-12 04:42:28
fr_3669,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-04-04 02:51:35
fr_3670,utilisateur,Je ne dors pas bien,2025-02-19 19:28:02
fr_3670,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-04-12 18:05:03
fr_3671,utilisateur,Je ne dors pas bien,2025-05-08 12:16:29
fr_3671,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-01-20 12:47:56
fr_3672,utilisateur,Que dois-je prendre pour un rhume ?,2025-06-04 13:45:23
fr_3672,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-07-04 21:20:05
fr_3673,utilisateur,Je me sens malade,2025-06-08 04:57:15
fr_3673,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-02-05 19:44:49
fr_3674,utilisateur,J'ai mal à la tête,2025-04-15 05:34:10
fr_3674,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-03-12 18:34:51
fr_3675,utilisateur,Que dois-je prendre pour un rhume ?,2025-06-30 21:34:18
fr_3675,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-03-02 13:17:05
fr_3676,utilisateur,J'ai mal à la tête,2025-02-20 11:13:23
fr_3676,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-03-06 09:31:59
fr_3677,utilisateur,Je ne dors pas bien,2025-02-21 20:16:58
fr_3677,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-04-10 19:34:17
fr_3678,utilisateur,J'ai mal à la tête,2025-03-31 11:46:18
fr_3678,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-05-15 01:40:23
fr_3679,utilisateur,Que dois-je prendre pour un rhume ?,2025-05-20 23:17:44
fr_3679,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-07-04 05:25:04
fr_3680,utilisateur,Je me sens étourdi,2025-07-13 14:38:27
fr_3680,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-04-25 18:48:32
fr_3681,utilisateur,Je me sens malade,2025-06-22 09:39:31
fr_3681,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-04-02 02:59:53
fr_3682,utilisateur,Que dois-je prendre pour un rhume ?,2025-04-28 08:06:04
fr_3682,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-04-19 03:32:08
fr_3683,utilisateur,Que dois-je prendre pour un rhume ?,2025-01-23 02:09:28
fr_3683,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-04-04 23:31:47
fr_3684,utilisateur,Je me sens malade,2025-01-09 18:20:59
fr_3684,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-06-26 11:35:24
fr_3685,utilisateur,Je ne dors pas bien,2025-07-06 19:42:01
fr_3685,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-01-13 05:48:57
fr_3686,utilisateur,Que dois-je prendre pour un rhume ?,2025-03-31 18:33:40
fr_3686,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-06-08 06:21:57
fr_3687,utilisateur,Je me sens étourdi,2025-06-23 09:32:55
fr_3687,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-05-11 19:43:20
fr_3688,utilisateur,Je me sens étourdi,2025-02-06 10:00:40
fr_3688,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-05-14 11:23:04
fr_3689,utilisateur,J'ai mal à la tête,2025-04-29 18:03:23
fr_3689,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-02-01 08:17:26
fr_3690,utilisateur,Je ne dors pas bien,2025-04-24 07:16:17
fr_3690,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-06-19 20:59:51
fr_3691,utilisateur,Que dois-je prendre pour un rhume ?,2025-06-24 10:24:31
fr_3691,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-04-03 21:18:44
fr_3692,utilisateur,Que dois-je prendre pour un rhume ?,2025-05-11 00:46:10
fr_3692,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-05-20 05:19:47
fr_3693,utilisateur,J'ai mal à la tête,2025-04-08 06:45:18
